	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0003299	-0.376823487360132	6.81860391731304	-2.30780978654394	0.0211601747013902	0.28583281976267	-4.43349823302271
MIMAT0000417	0.452608081391057	12.8836422354611	2.30191933653093	0.0214911894558398	0.28583281976267	-4.44693636860442
MIMAT0003228	-0.104716164265745	6.34842466202161	-2.21548390525136	0.0268930506814071	0.340645308631156	-4.64020578081515
MIMAT0000761	0.351610800297781	8.34257295841168	2.1481884577974	0.0318761010599468	0.367070700584968	-4.78559445939911
MIMAT0000419	0.518796102358049	10.1088465987173	2.12732745119138	0.0335735599224362	0.367070700584968	-4.82975946573411
MIMAT0000104	0.429912125333209	10.2171805277862	2.12314462411222	0.0339230768654035	0.367070700584968	-4.83856344154372
MIMAT0004697	0.518545582085111	8.86422308387384	2.10705236899561	0.0352969311922112	0.367070700584968	-4.87227377984166
MIMAT0000232	0.94604906068008	12.8391180252425	2.10039446261543	0.0358790910346209	0.367070700584968	-4.88614636593277
MIMAT0003237	-0.377407187352328	7.49257221025093	-1.96452181309511	0.0496742746764933	0.489383594961008	-5.15972260763653
MIMAT0000710	0.50832026306329	9.54050338203633	1.93696590523352	0.0529577299502744	0.503098434527606	-5.2129881258073
MIMAT0004795	-0.512283676224107	8.91593113184041	-1.90602572579011	0.0568588606272417	0.521532997477458	-5.27190368353161
MIMAT0004982	-0.37446098344209	7.53578913346979	-1.8892460725545	0.0590728017820271	0.523778842467307	-5.30346049091704
